1.000000 -0.789364 0.112284 0.673295 0.098594 -0.987935 0.597490 0.759327 -0.809204 0.751946 0.631189 0.223770 0.275070 0.137869 0.411594 0.782872 0.107889 0.501283 0.835221 0.281502 
-0.789364 1.000000 0.784428 0.429564 0.142027 0.170432 0.335311 0.740648 0.748619 0.228669 0.355074 0.373564 0.248629 0.217802 0.602638 0.693788 0.182228 0.431721 0.322460 0.230383 
0.112284 0.784428 1.000000 0.451739 0.168251 0.257792 0.299225 0.743688 0.120187 0.064187 0.997003 0.087500 0.451639 0.182141 0.750520 0.009802 0.099095 0.997560 0.552262 0.711129 
0.673295 0.429564 0.451739 1.000000 0.196249 0.396799 0.452593 0.105920 0.525045 0.767330 0.224171 0.640117 0.227713 0.041820 0.583533 0.843213 0.489764 0.811603 0.979129 0.624573 
0.098594 0.142027 0.168251 0.196249 1.000000 0.073995 0.422646 0.681560 0.325834 0.671202 0.652451 0.180617 0.804450 0.106942 0.551793 0.922332 0.193245 0.485652 0.549309 0.590609 
-0.987935 0.170432 0.257792 0.396799 0.073995 1.000000 0.359606 0.463261 0.546449 0.715213 0.604991 0.045051 0.986104 0.616443 0.583571 0.770954 0.895892 0.894448 0.330424 0.660438 
0.597490 0.335311 0.299225 0.452593 0.422646 0.359606 1.000000 0.212163 0.398881 0.642061 0.387245 0.723173 0.029992 0.939661 0.511820 0.042660 0.099090 0.137547 0.619472 0.047555 
0.759327 0.740648 0.743688 0.105920 0.681560 0.463261 0.212163 1.000000 0.415093 0.419048 0.142187 0.347438 0.535664 0.354456 0.082593 0.378186 0.044166 0.390005 0.360637 0.348785 
-0.809204 0.748619 0.120187 0.525045 0.325834 0.546449 0.398881 0.415093 1.000000 0.390762 0.025135 0.660617 0.087077 0.410629 0.719570 0.704340 0.557295 0.927356 0.756510 0.451341 
0.751946 0.228669 0.064187 0.767330 0.671202 0.715213 0.642061 0.419048 0.390762 1.000000 0.421112 0.383869 0.802091 0.984349 0.996156 0.729513 0.772495 0.917494 0.413901 0.240905 
0.631189 0.355074 0.997003 0.224171 0.652451 0.604991 0.387245 0.142187 0.025135 0.421112 1.000000 0.627347 0.989145 0.945579 0.354534 0.224277 0.311940 0.713574 0.492345 0.715045 
0.223770 0.373564 0.087500 0.640117 0.180617 0.045051 0.723173 0.347438 0.660617 0.383869 0.627347 1.000000 0.066946 0.676645 0.971259 0.269055 0.178982 0.618337 0.694743 0.856182 
0.275070 0.248629 0.451639 0.227713 0.804450 0.986104 0.029992 0.535664 0.087077 0.802091 0.989145 0.066946 1.000000 0.988302 0.346449 0.673031 0.338956 0.343288 0.972734 0.281508 
0.137869 0.217802 0.182141 0.041820 0.106942 0.616443 0.939661 0.354456 0.410629 0.984349 0.945579 0.676645 0.988302 1.000000 0.886544 0.477492 0.210146 0.936027 0.327755 0.731051 
0.411594 0.602638 0.750520 0.583533 0.551793 0.583571 0.511820 0.082593 0.719570 0.996156 0.354534 0.971259 0.346449 0.886544 1.000000 0.623716 0.510153 0.124774 0.837803 0.137763 
0.782872 0.693788 0.009802 0.843213 0.922332 0.770954 0.042660 0.378186 0.704340 0.729513 0.224277 0.269055 0.673031 0.477492 0.623716 1.000000 0.906364 0.730585 0.739072 0.836723 
0.107889 0.182228 0.099095 0.489764 0.193245 0.895892 0.099090 0.044166 0.557295 0.772495 0.311940 0.178982 0.338956 0.210146 0.510153 0.906364 1.000000 0.646477 0.954174 0.138602 
0.501283 0.431721 0.997560 0.811603 0.485652 0.894448 0.137547 0.390005 0.927356 0.917494 0.713574 0.618337 0.343288 0.936027 0.124774 0.730585 0.646477 1.000000 0.031923 0.588209 
0.835221 0.322460 0.552262 0.979129 0.549309 0.330424 0.619472 0.360637 0.756510 0.413901 0.492345 0.694743 0.972734 0.327755 0.837803 0.739072 0.954174 0.031923 1.000000 0.366157 
0.281502 0.230383 0.711129 0.624573 0.590609 0.660438 0.047555 0.348785 0.451341 0.240905 0.715045 0.856182 0.281508 0.731051 0.137763 0.836723 0.138602 0.588209 0.366157 1.000000 
